Time (ns)	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
0.0	-37.59216366367895	31.672532694579907	5.480593980390629	2.803302402665791	11.689014322677439	13.139831381707232	15.64336325031124	19.114492624878025	16.899448261323855	1.1896040171207707	-0.7402524958320849	14.773833927837671	-8.296355378881184	-2.888912075435889	-3.9990962394524274	15.257844815242759	10.192833924680965	-8.859887864490199	-4.856801446652363	-5.990162500399238
0.05	-42.644649339364236	28.237336370303858	4.195503662782983	12.17747947614723	14.921164386092238	12.609907419301104	12.602788679041605	15.397978300726926	10.868323583417784	-2.3713885562868504	-4.2205707307169735	14.988562515871035	-8.960555255516502	-4.48130849153505	-2.784220271635467	16.207377325771937	9.890099728754477	-11.383096649821594	-0.9137929204717592	-2.7572795697827717
0.1	-41.9783916584799	29.712394623587283	3.2441000409932563	5.661128963001296	13.956231291917215	6.2828788918162175	8.77053866816238	11.718425814590432	12.374809921349042	-2.2822903253823803	-3.9162899224928607	19.905163094780562	-8.614060039676513	-9.451664085923897	-4.271206016602006	17.74424641966858	13.006085692415642	-9.093572723253676	-0.053005870911626285	-4.261965198702336
0.15	-39.54620329347293	29.581553842078836	-2.9507310724543707	-0.07302623387418555	13.999636886967442	6.63438158569987	2.4123152563692942	16.591981082704965	16.216071290394964	-3.214833163547145	-3.051843177073672	24.00247088199864	-6.01449815100009	-13.163446716208266	1.7973431124362182	15.709347949832656	9.793509398766275	-3.0806009883618364	1.934493895110525	-10.231461988789615
0.2	-42.36206054778611	39.63032438106818	5.081154273274272	-0.5579593831559547	15.617575002765651	3.0035289643197824	6.597503652026705	17.122266228876818	22.24941430070606	1.5105861166425307	-1.9976350835694603	20.82963246135694	-8.275562010284212	-14.814337253749455	0.8433565937645535	15.021489730242559	12.899074265128435	-1.940091331018464	3.093168455578058	-6.295307713681536
0.25	-38.37122087675924	29.66065728370057	3.8983186056739956	-6.239297960388609	21.653910293020598	-2.1020554287890407	5.260953874734164	13.230485681242362	21.83077653760683	-3.1698526792821	-1.042655750125345	17.649968331333817	-7.0163831060917605	-14.44225801252894	3.1506797618630076	15.797399818251115	7.8464457432635015	-4.699974765281314	2.073012588309325	-5.404071704976206
0.3	-42.90849347753399	36.714477588052645	16.098585744957848	-4.795138352800505	18.302377368235852	-1.0252592131973262	4.82282962563245	14.454162208003698	26.867372396111627	-0.9656394406231512	-2.296152203325436	17.87582555474673	-11.857504321656451	-12.663522027898583	0.7246321474097739	14.254822426568866	6.633278170164585	-5.2100403726095035	-3.107539693104809	-7.838625633710239
0.35	-32.91899673776228	26.412386721960942	7.0997726747542975	-9.47352850740418	24.263988812016695	13.25028990962932	9.061165009846679	17.319805924945125	22.257376272212163	-4.6475900467974895	1.4219238195463917	19.627403581704126	-7.524908208075161	-16.61304970269009	-1.2556149455666228	11.584109499082233	13.411104461977489	-4.365678810630158	-3.513411496778314	-1.5505761365089337
0.4	-37.8889085144713	26.878766729705127	1.2973155696506227	0.7707521863682	34.78148817837228	10.246893653360885	-2.554727002127866	6.514596819134354	21.56713536790244	-1.508984727326181	0.8839879892333238	23.27646160847262	-5.159888484445419	-24.773910100164333	-0.753141410208404	11.57987747681865	7.89163531142484	-3.297521100768833	-2.6525193867191685	-3.2277792783119987
0.45	-37.14657915542723	20.194091530399568	-9.68798391726584	2.154578476196685	26.370358222673232	15.01608336321602	-6.265734698777001	4.021343787089701	19.548572278796716	1.0677451773793143	-0.18592519382582584	21.83678920532923	-3.009986875526358	-13.667897012204229	0.1546441459014234	7.121571895518545	12.149435690278112	-6.432350235866975	0.8288603622838695	-9.77182023798246
0.5	-39.58373433915878	27.17411572596206	-6.389170214824772	-1.7989151938053511	16.412241866201263	10.461404305420679	-3.3709114550636494	4.248045586025319	19.39298249808996	3.470038870025986	-0.6597938001254089	17.80447203095459	-9.337566479030635	-4.204914348044034	8.326006736880293	10.184684285888698	12.422921388347895	-5.365832871946833	2.7413349507595717	-4.780017223607164
0.55	-43.248076593812186	19.758318892968735	4.0608560728343175	8.980967936840234	16.845502948643254	17.333266428714328	1.4447171964364547	10.074810756689475	22.383895384466772	9.046966616463495	-3.5840876094914345	13.658282625322256	-9.195244678120497	-9.622532390919572	-1.5469257632826947	5.827141487249803	9.671187708540755	-8.428445682487606	-0.004192405398860011	-3.691199344690948
0.6	-46.53547286460157	32.12556159285173	4.1088108290545176	7.1604227569167715	19.213128770012297	4.229251504607689	2.319706891821518	11.187898168350005	22.17936149376857	3.252708026723571	-7.670566947852694	13.664920264362706	-8.767219250457629	-11.674741346573164	0.9631609924384336	6.879620255265691	9.74605893453651	-5.295066571424009	0.2510838826566709	-7.846582281881613
0.65	-39.346037136432344	36.07950593999168	12.325833751540316	-4.462998332998482	23.336322684349522	8.461246181253696	4.360073428431008	14.031704835155244	28.877021929324368	3.2600424238497823	-5.803640797607855	15.380792379601894	-7.715959991818471	-13.07247001784932	-0.26948582376454144	0.877104237012349	11.472875038255104	-5.885593350615478	-0.599883562847003	-3.422760487021142
0.7	-42.792808489749625	38.636517063723225	11.72040073881302	-5.719293655795255	29.25160229502164	2.7369162993752214	-4.44097872851978	8.138941634546239	27.74759851270146	6.810742890052087	-4.671329623230905	16.305276373169303	-5.945190347393499	-16.048673824495143	-4.054106246980069	8.963086900981951	9.307657279347854	-3.1141443013620926	0.9798620683393041	-10.85075055033191
0.75	-42.45508484070641	43.24185776868604	2.1515924483416384	3.8340826305270053	28.443119398748234	6.66484424577601	4.225974706946106	3.301255994595616	26.941779673078546	6.800879077289057	-9.249069850569338	17.72164949977808	-5.743412828843705	-19.147960498245	-3.9720243078295856	5.942955085640795	12.246912162267153	-6.110885489086088	-3.4565130789183107	-7.718245159848136
0.8	-48.13348280433897	51.980127211653226	-7.236603043454002	-1.509184110463437	22.387558372846296	2.5423605429473546	4.184288282155968	3.519916870448859	26.2414345314708	12.669865516738222	-3.4552849337596063	24.075842077153254	-5.952936861669871	-21.846531726472662	-2.842517812648879	7.150705737959877	17.2982106630226	-4.361459845220416	-2.694185589084727	-5.734808719132151
0.85	-40.751854114914096	49.80175842326666	-7.082653517063672	-7.77193906657671	18.79778442060902	-2.407786408501488	11.209169804378105	3.6769538242829154	24.047768665607066	7.819858026052756	-0.49925736201969423	14.817012747954482	-6.10286969275521	-15.54391421678709	-0.030306239400661017	5.694280912537352	14.44466566416067	-2.2885867272871496	-0.20430447183092587	-3.2746435545257895
0.9	-45.04502957809746	48.49234334145151	-3.322970663073534	-3.1919379298670343	20.88375241474009	-5.626186110489246	7.548070257030678	0.37633384545454035	22.6663450585436	2.2146429128802065	-5.121195197492731	21.701921820817685	-6.975386645254164	-14.5715398135058	3.5359574817510087	9.989936651159892	12.567030993490198	0.0047998294739269864	1.5852668285402571	-4.679011428482137
0.95	-38.283013130887184	46.144197518519995	3.2348733566765224	-14.009147362808651	21.1461257821322	5.045046645395685	21.667307218219577	11.97346408690118	19.311191556218393	0.11406474102614939	1.5673154662723738	16.256042230507873	-8.428613462365101	-17.031250525967614	-1.886478808822998	10.045393293009843	13.444025468369338	3.0947869436462367	-1.927019179736748	-3.468185313277761
